obs_date,sat_date,NDVI,TCB,TCG,TCW,status
19-09-22,24-09-22,2241,4323,368,-1884,0
19-09-22,15-09-22,2159,4920,369,-2693,0
19-04-15,15-04-15,2292,3041,86,-2287,0
19-09-22,24-09-22,2158,3728,222,-2366,0
20-09-22,20-09-22,2030,4210,311,-2192,0
04-10-22,06-10-22,2669,1948,227,-1043,0
27-09-22,27-09-22,2085,4893,293,-2827,0
27-09-22,27-09-22,2696,3739,330,-2501,0
20-09-22,20-09-22,2754,4379,502,-2480,0
20-09-22,20-09-22,3642,3974,695,-2402,0
20-09-22,20-09-22,3193,4320,578,-2567,0
20-09-22,20-09-22,3221,4081,590,-2426,0
20-09-08,29-09-08,1710,3959,94,-2423,0
20-09-08,29-09-08,1586,3677,-19,-2623,0
28-09-22,26-09-22,4754,3619,889,-2162,0
29-09-22,26-09-22,2557,4282,332,-2966,0
29-09-22,18-09-22,2916,4132,509,-2573,0
28-09-22,26-09-22,5098,3066,860,-1821,0
29-09-22,25-09-22,3553,3400,598,-2019,0
28-09-22,26-09-22,2596,4162,397,-2651,0
28-09-22,26-09-22,4377,3074,634,-1994,0
28-09-22,27-09-22,3087,3663,435,-2386,0
29-09-22,18-09-22,1651,5561,208,-3146,0
28-09-22,26-09-22,5058,3817,1048,-2222,0
01-10-22,30-09-22,2390,1455,24,-1196,0
01-10-22,30-09-22,2836,3125,414,-1879,0
01-10-22,30-09-22,6023,2873,1196,-1336,0
01-10-22,26-09-22,2302,2703,61,-2089,0
01-10-22,30-09-22,1432,1276,-20,-919,0
01-10-22,02-10-22,6549,2230,1146,-814,0
01-10-22,26-09-22,2807,1918,109,-1553,0
07-09-06,13-09-06,2425,3487,198,-2470,0
01-10-22,30-09-22,2100,2034,-40,-1979,0
21-09-16,17-09-16,1228,4117,-102,-2760,0
21-09-16,02-10-16,1942,3967,155,-2578,0
01-10-22,30-09-22,1627,1715,-57,-1501,0
15-09-06,14-09-06,1518,4603,98,-2688,0
01-10-22,30-09-22,2206,2769,60,-2331,0
21-09-16,17-09-16,3895,4155,848,-2328,0
30-09-22,30-09-22,1937,3053,78,-2173,0
01-10-22,30-09-22,1987,2818,36,-2206,0
21-09-16,17-09-16,1319,3256,-121,-2566,0
01-10-22,30-09-22,6524,3162,1536,-1240,0
21-09-16,16-09-16,3069,4836,668,-3060,0
21-09-16,16-09-16,3966,3986,952,-2316,0
26-09-07,01-10-07,2082,2484,58,-1833,0
15-09-06,14-09-06,1498,4736,79,-2749,0
21-09-16,17-09-16,6703,3032,1457,-1294,0
01-10-22,30-09-22,2342,3056,160,-2453,0
21-09-16,25-09-16,3755,3161,557,-1931,0
15-09-06,14-09-06,1823,3794,35,-2449,0
21-09-16,02-10-16,4306,2397,708,-1174,0
15-09-06,14-09-06,1618,4709,54,-3034,0
24-09-15,22-09-15,2624,3384,287,-2109,0
21-09-16,16-09-16,2317,4881,391,-3247,0
24-09-15,22-09-15,2067,3417,102,-2429,0
15-09-06,14-09-06,2498,4772,418,-2699,0
15-09-06,14-09-06,1295,4735,-31,-2826,0
21-09-16,16-09-16,6375,3975,1774,-1899,0
24-09-15,22-09-15,5001,3870,1080,-2215,0
15-09-06,14-09-06,1315,4473,20,-1854,0
15-09-06,14-09-06,2043,4465,213,-2571,0
24-09-15,29-09-15,1297,4891,-86,-2838,0
03-09-15,09-09-15,1184,8431,36,-4160,0
20-09-22,20-09-22,959,8089,-168,-3624,0
03-09-15,03-09-15,1279,2796,28,-831,0
07-06-05,02-06-05,1123,6013,-32,-2675,0
20-09-22,20-09-22,973,5383,-65,-2078,0
03-09-15,10-09-15,1505,6445,108,-3459,0
07-06-05,02-06-05,1815,4873,181,-2700,0
20-09-22,20-09-22,1126,7073,2,-3076,0
20-09-22,21-09-22,1382,6810,156,-3365,0
03-09-15,03-09-15,1289,3756,-1,-1885,0
07-10-15,11-10-15,2878,2238,323,-940,0
07-10-15,04-10-15,1580,5286,240,-2090,0
07-10-15,04-10-15,1271,3818,61,-1514,0
07-10-15,04-10-15,1329,4102,85,-1618,0
23-03-16,12-03-16,1526,3930,64,-1996,0
07-10-15,04-10-15,1568,4649,203,-1940,0
07-10-15,11-10-15,136,5749,-126,2199,0
07-10-15,04-10-15,1418,6207,234,-2429,0
07-10-15,04-10-15,6399,3263,1736,-791,0
25-03-16,05-04-16,3405,3534,631,-1436,0
07-10-15,04-10-15,1549,4480,213,-1870,0
07-10-15,04-10-15,2301,5179,471,-2695,0
07-10-15,04-10-15,979,5957,-134,-2855,0
07-10-15,04-10-15,1141,5116,35,-2046,0
07-10-15,04-10-15,1821,5243,362,-2304,0
07-10-15,04-10-15,1320,4408,134,-1696,0
07-10-15,04-10-15,1103,5324,-49,-2522,0
07-10-15,04-10-15,1066,3774,-17,-1629,0
07-10-15,04-10-15,2011,4600,333,-2041,0
07-10-15,04-10-15,1227,3248,12,-1515,0
08-08-04,15-08-04,1661,2943,3,-2103,0
01-09-13,01-09-13,2826,3768,455,-2218,0
12-06-06,11-06-06,5154,3515,1050,-1798,0
12-06-06,19-06-06,2510,3543,214,-2267,0
01-09-13,01-09-13,3285,3225,446,-2023,0
18-07-04,30-07-04,3383,3934,652,-2233,0
01-09-13,01-09-13,4890,2455,634,-1540,0
14-08-04,15-08-04,2167,4141,227,-2552,0
22-09-10,24-09-10,849,5443,-138,-2887,0
22-09-10,24-09-10,1178,6274,27,-3085,0
22-09-10,02-10-10,1963,3364,207,-1847,0
22-09-10,24-09-10,744,5186,-198,-2556,0
22-09-10,24-09-10,730,4033,-68,-1767,0
22-09-10,24-09-10,4933,3454,1359,-810,0
22-09-10,02-10-10,1221,5416,-22,-3160,0
12-10-13,18-10-13,664,7057,-194,-3200,0
22-09-10,24-09-10,715,5077,-233,-2729,0
09-09-14,11-09-14,1111,6690,-32,-3499,0
09-10-23,10-10-23,1046,6090,35,-2681,0
09-10-23,10-10-23,1304,4877,153,-2125,0
09-10-23,09-10-23,766,4344,-123,-1957,0
19-10-22,20-10-22,1221,5525,98,-2792,0
19-10-22,20-10-22,708,3422,-22,-873,0
09-10-23,10-10-23,950,6203,-8,-2565,0
09-10-23,09-10-23,1296,5125,55,-2713,0
20-10-22,20-10-22,1821,6064,356,-3367,0
20-10-22,20-10-22,1330,4195,98,-2135,0
09-10-23,09-10-23,1248,4217,32,-2335,0
27-07-06,24-07-06,1070,4848,-134,-2318,0
14-09-11,15-09-11,1859,4500,61,-2831,0
02-10-06,25-09-06,1790,3611,79,-2263,0
11-06-06,29-05-06,2346,3494,232,-2000,0
14-09-11,23-09-11,2513,2950,264,-1839,0
02-10-06,25-09-06,1160,3190,-79,-2128,0
14-09-11,08-09-11,1143,5645,-60,-3075,0
14-09-11,15-09-11,1032,7054,-101,-2972,0
02-10-06,25-09-06,957,3552,-49,-1933,0
02-10-06,25-09-06,1023,4548,57,-2216,0
18-07-04,30-07-04,4085,3619,910,-1528,0
02-09-14,04-09-14,2849,3238,388,-2024,0
18-07-04,30-07-04,4690,2997,878,-1391,0
27-08-04,22-08-04,2006,3696,103,-2582,0
14-08-04,15-08-04,3502,3487,602,-1991,0
02-09-15,21-08-15,4270,3787,813,-2391,0
27-08-04,15-08-04,1804,4157,81,-2239,0
14-08-04,15-08-04,3034,3288,367,-2126,0
18-07-04,07-07-04,1435,5163,-1,-2927,0
27-08-04,22-08-04,5626,3115,1289,-948,0
27-08-04,07-09-04,2905,3228,326,-2054,0
18-07-04,30-07-04,4568,3572,1040,-1533,0
18-07-04,30-07-04,2482,2708,156,-1936,0
02-09-14,04-09-14,4216,1709,463,-627,0
02-09-15,29-08-15,2180,4149,353,-2192,0
02-09-15,29-08-15,2620,3594,354,-2215,0
18-07-04,30-07-04,3919,3016,611,-1602,0
01-09-13,01-09-13,4582,2934,784,-1630,0
18-07-04,30-07-04,1378,4054,29,-2214,0
12-11-13,09-11-13,1050,8728,-41,-3635,0
18-10-22,16-10-22,1011,6614,-91,-3423,0
10-10-22,10-10-22,1132,7250,74,-3535,0
10-10-22,09-10-22,939,6935,-120,-3441,0
09-10-22,09-10-22,1575,5482,210,-2405,0
10-10-22,09-10-22,899,4445,-81,-2034,0
10-10-22,09-10-22,848,5012,-118,-2416,0
12-11-13,17-11-13,1696,4843,219,-2471,0
10-10-22,10-10-22,471,5839,-209,-2713,0
10-10-22,10-10-22,796,6470,-125,-3206,0
11-10-22,08-10-22,451,6143,-361,-3112,0
11-10-22,14-10-22,855,6215,167,-1132,0
11-10-22,13-10-22,367,5698,-318,-2515,0
11-10-22,13-10-22,637,3245,-33,-815,0
11-10-22,13-10-22,317,4533,-300,-1767,0
11-10-22,13-10-22,710,2313,-91,-1059,0
11-10-22,08-10-22,532,5278,-215,-2426,0
11-10-22,13-10-22,791,5086,-165,-2521,0
11-10-22,08-10-22,-891,765,-162,-65,0
11-10-22,08-10-22,419,4385,-276,-1777,0
14-10-22,13-10-22,635,6719,-297,-2655,0
12-10-22,12-10-22,1207,4812,-89,-3015,0
12-10-22,12-10-22,1076,6374,18,-2979,0
12-10-22,12-10-22,2344,5332,554,-2467,0
12-10-22,12-10-22,1160,5819,94,-2740,0
12-10-22,12-10-22,1194,4905,34,-2554,0
12-10-22,12-10-22,891,6501,-122,-3449,0
12-10-22,12-10-22,1093,4722,-100,-2784,0
12-10-22,12-10-22,1238,5025,-56,-3073,0
15-10-22,13-10-22,859,5966,-133,-3048,0
03-09-15,10-09-15,2057,4253,243,-2461,0
07-06-05,02-06-05,1382,5888,0,-3344,0
03-09-15,10-09-15,1103,7330,-88,-3125,0
07-06-05,02-06-05,664,7435,-294,-3157,0
01-10-22,30-09-22,1370,6707,94,-3553,0
03-09-15,03-09-15,1531,6167,107,-3310,0
03-09-15,26-08-15,1366,7544,98,-4079,0
07-06-05,02-06-05,1373,6546,54,-3633,0
03-09-15,26-08-15,933,5520,-151,-3314,0
03-09-15,03-09-15,1705,5395,162,-3060,0
20-10-22,15-10-22,1412,5545,118,-2655,0
20-10-22,20-10-22,1886,3686,217,-1655,0
14-10-22,14-10-22,684,5837,-199,-2532,0
20-10-22,15-10-22,903,5781,-109,-2821,0
14-10-22,14-10-22,1390,4860,29,-2306,0
20-10-22,20-10-22,1427,4642,172,-1666,0
14-10-22,14-10-22,547,6369,-297,-2740,0
14-10-22,14-10-22,1743,4537,98,-2631,0
20-10-22,15-10-22,1395,6560,149,-3169,0
20-10-22,15-10-22,4357,4693,1378,-1640,0
20-10-22,15-10-22,671,6545,-279,-2962,0
14-10-22,14-10-22,721,6382,-144,-2668,0
20-10-22,20-10-22,1507,3196,193,-1059,0
19-10-22,15-10-22,994,6067,-22,-2827,0
19-10-22,20-10-22,1223,6002,-50,-3138,0
20-10-22,15-10-22,1241,6061,88,-2706,0
14-10-22,14-10-22,2652,4867,714,-1588,0
20-10-22,20-10-22,761,6057,-136,-2773,0
20-10-22,20-10-22,3318,3817,789,-1220,0
09-10-23,09-10-23,906,7765,-42,-3254,0
20-10-22,20-10-22,2401,4704,634,-1807,0
19-10-22,20-10-22,1551,4869,205,-2323,0
19-10-22,20-10-22,896,5816,-144,-2925,0
20-10-22,20-10-22,850,4935,-214,-2709,0
20-10-22,20-10-22,1021,4612,-22,-2227,0
19-10-22,20-10-22,2062,5643,596,-2384,0
20-10-22,15-10-22,927,6114,-59,-2829,0
15-10-22,15-10-22,653,6212,-188,-2739,0
14-10-22,15-10-22,679,5914,-181,-2687,0
09-10-23,09-10-23,1093,8075,-188,-4721,0
20-04-96,22-04-96,1478,5598,11,-3677,0
20-09-22,20-09-22,2633,4551,433,-2941,0
20-04-96,22-04-96,3445,3630,542,-2152,0
20-09-22,12-09-22,2449,6743,672,-3544,0
20-04-96,22-04-96,4548,4008,1000,-2296,0
20-04-96,22-04-96,3188,4099,536,-2466,0
20-04-96,13-04-96,1878,4202,178,-1488,0
20-09-22,20-09-22,2877,3924,473,-2335,0
20-09-22,20-09-22,2943,3801,464,-2296,0
20-09-08,29-09-08,1587,3982,98,-2217,0
20-09-08,29-09-08,1213,3979,-4,-2325,0
27-09-22,02-10-22,622,8902,-24,-312,0
20-09-08,05-09-08,2124,4158,176,-2636,0
20-09-08,29-09-08,1972,3928,132,-2447,0
20-09-08,29-09-08,1390,5258,1,-3182,0
27-09-22,27-09-22,1862,4250,164,-2621,0
27-09-22,27-09-22,2663,2974,492,-949,0
20-09-08,29-09-08,1702,4446,62,-3006,0
27-09-22,27-09-22,-86,10965,-899,2784,0
27-08-04,22-08-04,2982,2896,276,-2177,0
14-08-04,15-08-04,4596,3482,958,-1726,0
27-08-04,15-08-04,3070,3175,405,-1567,0
27-08-04,15-08-04,1077,4908,1,-2418,0
27-08-04,22-08-04,1394,3150,30,-1964,0
27-08-04,22-08-04,2860,3555,308,-2549,0
14-08-04,15-08-04,1944,4504,249,-2331,0
14-08-04,15-08-04,1423,3584,42,-1932,0
27-08-04,22-08-04,1754,4124,234,-2180,0
14-08-04,15-08-04,2696,4153,397,-2350,0
27-08-04,22-08-04,2293,3440,138,-2418,0
27-08-04,22-08-04,2046,3361,116,-2134,0
14-08-04,15-08-04,2006,3872,164,-2501,0
01-09-22,01-09-22,1048,6312,-61,-2999,0
01-04-17,04-04-17,1252,3165,-33,-1862,0
01-09-22,01-09-22,1287,4967,-35,-2824,0
05-09-15,07-09-15,1676,4450,197,-2126,0
01-04-17,28-03-17,1366,3154,-3,-1690,0
01-09-22,01-09-22,1136,5365,-68,-2870,0
01-09-22,01-09-22,1325,4812,-1,-2715,0
01-09-22,01-09-22,1184,4927,-70,-2610,0
01-04-17,04-04-17,1503,2947,46,-1452,0
05-09-22,02-09-22,1223,4866,-11,-2547,0
26-03-17,28-03-17,1077,3574,-143,-2079,0
26-03-17,28-03-17,1491,3584,-23,-2124,0
22-03-18,07-03-18,-4362,1220,-542,65,0
26-03-17,28-03-17,2419,3080,264,-1393,0
26-03-17,28-03-17,2668,3178,298,-1491,0
26-03-17,28-03-17,2324,3042,144,-1872,0
26-03-17,28-03-17,1592,3307,105,-1491,0
21-03-16,09-03-16,2005,5044,230,-2371,0
21-03-16,25-03-16,2808,4112,491,-1875,0
26-03-17,19-03-17,1324,3528,-36,-2099,0
13-10-15,09-10-15,891,7741,-89,-3079,0
13-10-15,09-10-15,775,7790,-185,-3187,0
15-10-15,09-10-15,1292,6471,123,-2329,0
29-10-15,24-10-15,928,6500,-63,-3218,0
13-10-15,08-10-15,468,8787,-470,-3563,0
17-10-15,24-10-15,813,6576,-77,-3203,0
13-10-15,09-10-15,1102,6230,23,-2711,0
13-10-15,09-10-15,775,7987,-176,-3233,0
13-10-15,09-10-15,1046,8646,-84,-3641,0
11-09-23,12-09-23,1519,4446,29,-2718,0
11-09-23,20-09-23,1950,6282,390,-3001,0
11-09-23,27-08-23,1484,2935,112,-1391,0
11-09-23,12-09-23,1240,6322,12,-3152,0
11-09-23,12-09-23,1290,6002,39,-2957,0
11-09-23,04-09-23,959,8241,-150,-3628,0
31-03-16,02-04-16,2474,3262,334,-1451,0
11-09-23,27-08-23,1754,4400,171,-2424,0
31-03-16,02-04-16,1946,3200,166,-1690,0
31-03-16,02-04-16,2257,3970,230,-2265,0
07-09-22,08-09-22,807,4563,-165,-2667,0
23-03-16,26-03-16,3202,4290,630,-2296,0
07-09-22,03-09-22,913,4535,-164,-2821,0
25-03-17,28-03-17,1471,3372,19,-1689,0
07-09-22,03-09-22,1027,4462,-124,-2799,0
04-04-17,06-04-17,-1337,276,-70,74,0
04-04-17,14-04-17,2170,3188,156,-2016,0
04-04-17,06-04-17,1236,4257,-43,-2530,0
07-09-22,03-09-22,970,4756,-158,-2752,0
04-04-17,06-04-17,1652,2578,18,-1617,0
18-09-13,17-09-13,2472,6012,807,-2083,0
18-09-13,17-09-13,1907,6896,633,-2472,0
14-09-22,10-09-22,2150,5859,535,-2900,0
17-03-16,25-03-16,2755,4238,505,-1311,0
18-09-13,17-09-13,1388,6848,308,-2636,0
30-09-16,03-10-16,1334,6087,234,-2825,0
14-09-22,19-09-22,2053,2636,119,-1579,0
26-09-16,25-09-16,2842,3706,541,-1717,0
14-09-22,19-09-22,1398,5328,88,-2709,0
18-09-13,17-09-13,4396,4202,1208,-1638,0
23-09-16,25-09-16,2003,6708,670,-2715,0
18-09-13,17-09-13,7480,3574,2427,-638,0
18-09-13,17-09-13,1564,6626,199,-3356,0
09-10-18,02-10-18,3392,2325,392,-975,0
19-09-16,17-09-16,948,8237,-122,-4013,0
26-09-16,25-09-16,1802,5047,308,-2319,0
09-10-14,05-10-14,2175,4261,382,-1646,0
14-09-14,12-09-14,1148,6782,63,-2980,0
14-09-14,12-09-14,845,7022,-125,-3393,0
09-09-14,12-09-14,1000,5577,-52,-2789,0
20-09-22,20-09-22,141,6871,-532,-2963,0
20-09-22,20-09-22,3495,4667,967,-1489,0
08-03-18,08-03-18,229,5858,-458,-2158,0
20-09-22,20-09-22,790,6744,-184,-3165,0
08-03-18,28-02-18,1205,5278,98,-1861,0
08-03-18,27-02-18,279,6600,-465,-2616,0
16-09-14,12-09-14,1527,5600,170,-2907,0
17-10-15,09-10-15,769,7449,-175,-2989,0
20-09-22,20-09-22,5041,3919,1462,-888,0
10-09-15,13-09-15,757,5992,-194,-3093,0
10-09-15,05-09-15,808,7939,-137,-3407,0
10-09-15,12-09-15,901,6068,-92,-3000,0
10-09-15,13-09-15,865,5853,-132,-3065,0
10-09-15,14-09-15,1348,5556,74,-2960,0
14-09-22,13-09-22,804,5540,-133,-2841,0
10-09-15,13-09-15,928,5905,-85,-3165,0
10-09-15,13-09-15,866,5575,-156,-3111,0
10-09-15,13-09-15,848,5744,-163,-2876,0
10-09-15,13-09-15,769,5993,-145,-3056,0
09-10-14,05-10-14,1934,5350,336,-2032,0
22-09-10,24-09-10,1040,5733,-65,-3291,0
09-10-14,13-10-14,3171,3826,657,-1801,0
21-09-14,19-09-14,3257,5238,985,-1810,0
21-09-14,19-09-14,337,7085,-421,-3155,0
27-09-14,27-09-14,957,5507,-90,-2695,0
09-09-14,11-09-14,3947,4859,1220,-1922,0
23-10-14,21-10-14,635,7265,-295,-3099,0
22-09-10,24-09-10,782,5573,-212,-3220,0
22-09-10,24-09-10,837,5826,-183,-3152,0
27-08-04,22-08-04,2848,4473,580,-2247,0
17-09-14,03-09-14,4166,3557,815,-1931,0
27-06-04,26-06-04,2316,3750,360,-1811,0
27-08-04,22-08-04,2038,3406,95,-2471,0
27-08-04,22-08-04,3731,3677,590,-2308,0
17-09-14,18-09-14,2325,4138,540,-1836,0
27-08-04,22-08-04,2122,2855,107,-2118,0
27-08-04,22-08-04,3222,2317,434,-1063,0
27-08-04,22-08-04,2404,3913,494,-1757,0
27-08-04,22-08-04,2526,4336,337,-2983,0
17-09-14,18-09-14,2592,4139,496,-2313,0
17-09-14,18-09-14,2905,4638,680,-2567,0
27-08-04,22-08-04,1962,3682,301,-1828,0
27-08-04,22-08-04,1760,3718,157,-2158,0
27-08-04,22-08-04,2625,3156,216,-2382,0
27-08-04,22-08-04,1870,3665,175,-2013,0
27-08-04,22-08-04,2194,3281,131,-2277,0
27-08-04,22-08-04,2400,3366,236,-2412,0
27-08-04,15-08-04,3506,2466,394,-1577,0
27-08-04,22-08-04,2212,3135,117,-2216,0
08-08-04,13-08-04,-3355,644,-288,239,0
27-08-04,07-09-04,2742,2653,322,-1207,0
27-08-04,22-08-04,3871,507,141,90,0
27-08-04,22-08-04,899,4258,-110,-2461,0
27-08-04,22-08-04,-2823,618,-203,168,0
27-08-04,22-08-04,-3601,884,-354,161,0
27-08-04,22-08-04,1986,3549,219,-2088,0
08-09-14,09-09-14,1661,3017,33,-2142,0
12-06-06,07-06-06,1390,2647,11,-1422,0
12-06-06,07-06-06,1493,4903,100,-2802,0
12-06-06,16-06-06,2068,3633,189,-2286,0
12-06-06,16-06-06,2060,4187,215,-2532,0
07-09-15,05-09-15,1782,4030,233,-2153,0
12-06-06,16-06-06,1583,4670,108,-3314,0
12-06-06,16-06-06,2103,4185,264,-2504,0
12-06-06,16-06-06,1158,5643,-40,-2996,0
12-09-22,13-09-22,1310,4610,-12,-2364,0
15-09-22,16-09-22,3861,4112,921,-1797,0
19-09-15,21-09-15,2243,5035,446,-2038,0
18-09-15,21-09-15,3202,4216,764,-1524,0
18-09-22,18-09-22,713,5278,-219,-2549,0
15-09-22,16-09-22,979,7413,-122,-3056,0
18-09-22,18-09-22,1242,5328,45,-2337,0
18-09-15,21-09-15,920,5914,-132,-2627,0
18-09-22,18-09-22,404,8131,-390,-2965,0
15-09-22,16-09-22,2196,4631,390,-1948,0
18-09-13,17-09-13,1618,6055,231,-2732,0
09-09-14,11-09-14,1143,7129,19,-3286,0
18-09-13,16-09-13,925,6289,-54,-3088,0
18-09-13,17-09-13,3624,5014,1124,-1804,0
18-09-13,17-09-13,1708,6561,392,-3157,0
18-09-13,17-09-13,1553,6619,320,-2616,0
18-09-13,17-09-13,2196,6180,617,-2932,0
09-10-14,05-10-14,778,7003,-180,-3410,0
18-09-13,17-09-13,1967,6001,451,-2804,0
18-09-13,17-09-13,2529,5562,633,-2293,0
14-09-14,19-09-14,856,7210,-120,-3376,0
22-09-10,24-09-10,933,6420,-132,-3296,0
22-09-10,24-09-10,675,6069,-234,-3256,0
21-09-14,19-09-14,3417,4678,963,-1419,0
22-09-10,17-09-10,988,5783,-9,-3090,0
21-09-14,19-09-14,451,6793,-323,-3047,0
22-09-10,24-09-10,857,5868,16,-2565,0
14-09-14,11-09-14,1241,5298,54,-2568,0
22-09-10,24-09-10,346,7409,-314,-2902,0
22-09-10,24-09-10,1015,4793,-41,-2365,0
17-10-22,17-10-22,615,7888,-294,-3001,0
17-10-22,17-10-22,522,7694,-225,-2320,0
16-10-22,16-10-22,802,3158,-116,-1209,0
17-10-22,17-10-22,932,4808,-101,-2171,0
17-10-22,17-10-22,836,2410,-135,-1491,0
16-10-22,16-10-22,1049,4436,-65,-2040,0
17-10-22,16-10-22,759,6975,-194,-2794,0
16-10-22,16-10-22,1133,4278,-104,-2391,0
17-10-22,17-10-22,401,3558,-222,-1432,0
16-10-22,16-10-22,218,2120,-182,-714,0
27-08-04,22-08-04,2404,3827,280,-2396,0
27-08-04,22-08-04,2797,3722,463,-2034,0
24-08-04,22-08-04,4770,2975,896,-1429,0
27-08-04,22-08-04,1762,3686,106,-2329,0
27-08-04,22-08-04,-4416,647,-284,217,0
27-08-04,22-08-04,2695,3240,257,-2240,0
27-08-04,22-08-04,784,5847,22,-3127,0
27-08-04,22-08-04,1324,3025,-151,-2302,0
27-08-04,22-08-04,3000,3639,397,-2371,0
27-08-04,22-08-04,3091,3022,305,-2248,0
02-09-15,06-09-15,2643,3606,347,-2373,0
02-09-15,08-09-15,2810,3134,330,-1923,0
14-08-04,15-08-04,3260,3454,400,-2347,0
27-08-04,22-08-04,2069,3129,92,-2366,0
14-08-04,15-08-04,3476,3586,580,-1928,0
27-08-04,22-08-04,3168,3368,348,-2433,0
27-08-04,22-08-04,3708,3888,811,-1881,0
27-08-04,22-08-04,2349,3604,212,-2319,0
14-08-04,15-08-04,2110,3821,198,-2562,0
27-08-04,22-08-04,2459,3291,169,-2449,0
18-07-04,30-07-04,2191,3781,315,-2169,0
14-08-04,15-08-04,4025,3024,648,-1379,0
05-09-15,06-09-15,2843,4478,516,-2814,0
27-08-04,22-08-04,2094,3823,184,-2550,0
05-09-15,06-09-15,2791,3827,479,-2371,0
01-09-15,06-09-15,2321,3623,196,-2512,0
27-06-04,26-06-04,2519,3283,313,-1754,0
27-08-04,22-08-04,2734,2736,217,-1776,0
27-08-04,07-09-04,2294,3684,283,-1797,0
27-08-04,22-08-04,3559,3157,392,-2261,0
27-08-04,15-08-04,1869,3618,113,-2224,0
27-08-04,22-08-04,1470,4412,20,-2761,0
27-08-04,22-08-04,2326,3179,136,-2290,0
27-08-04,22-08-04,3110,2613,281,-1888,0
27-08-04,15-08-04,4091,3162,552,-2173,0
27-08-04,15-08-04,2655,3084,219,-1985,0
27-08-04,22-08-04,2140,3917,353,-1941,0
27-08-04,15-08-04,984,6284,-87,-2561,0
27-08-04,22-08-04,2414,2884,140,-2258,0
14-08-04,15-08-04,2371,2036,159,-1099,0
27-08-04,22-08-04,2192,3926,196,-2546,0
27-08-04,22-08-04,4460,1767,643,0,0
27-08-04,15-08-04,1829,3044,66,-1918,0
18-07-04,21-07-04,6597,2821,1438,-715,0
27-08-04,22-08-04,2511,3509,234,-2472,0
14-08-04,15-08-04,3591,3460,637,-1775,0
27-08-04,22-08-04,6859,3615,1864,-1391,0
14-08-04,15-08-04,3021,4342,504,-2687,0
27-08-04,22-08-04,2020,3601,58,-2798,0
27-08-04,07-09-04,3196,3124,482,-1594,0
27-08-04,22-08-04,2643,3450,264,-2411,0
27-08-04,22-08-04,4567,3545,902,-2127,0
18-07-04,30-07-04,3347,3542,609,-1766,0
14-08-04,15-08-04,1223,3825,-92,-2400,0
27-08-04,22-08-04,1854,3936,253,-2080,0
18-07-04,30-07-04,4005,3907,847,-2155,0
14-08-04,15-08-04,1752,3816,137,-2180,0
27-08-04,22-08-04,1916,3150,95,-2173,0
27-08-04,22-08-04,3559,2392,343,-1718,0
27-08-04,22-08-04,3758,4032,676,-2607,0
27-08-04,22-08-04,1980,5037,328,-2553,0
27-08-04,22-08-04,1413,4745,89,-2607,0
27-08-04,22-08-04,-1953,596,-183,123,0
02-09-15,06-09-15,3743,3948,784,-2255,0
27-08-04,22-08-04,3413,3170,487,-1991,0
14-08-04,15-08-04,4545,2984,841,-1299,0
27-08-04,22-08-04,3019,2855,252,-2068,0
14-08-04,15-08-04,1908,3272,169,-1874,0
14-08-04,15-08-04,3006,3640,487,-1902,0
27-08-04,22-08-04,1319,4503,105,-2271,0
01-09-14,01-09-14,1892,3375,98,-2122,0
12-06-06,07-06-06,1784,4193,135,-2692,0
12-06-05,04-06-05,3248,3963,576,-2055,0
30-08-06,03-09-06,1394,3835,-105,-2615,0
01-09-14,01-09-14,1907,4249,226,-2558,0
30-08-06,02-09-06,893,5162,-112,-3115,0
03-05-10,02-05-10,2038,4085,81,-2606,0
12-06-05,04-06-05,5493,3645,1395,-1214,0
14-09-13,22-09-13,2841,3025,320,-1852,0
01-09-14,01-09-14,1410,3788,-28,-2664,0
12-06-06,07-06-06,1229,4366,77,-2426,0
30-08-06,02-09-06,1185,4184,-73,-2633,0
12-06-06,16-06-06,1750,4370,184,-2494,0
01-09-14,01-09-14,1995,4140,300,-2310,0
30-08-06,02-09-06,1343,4678,-5,-3002,0
12-06-06,16-06-06,1134,4993,151,-2014,0
12-06-06,16-06-06,1581,4573,99,-2659,0
12-06-06,16-06-06,1659,4030,34,-2581,0
12-06-06,16-06-06,1025,3985,-13,-2020,0
01-09-14,01-09-14,1515,4264,108,-2603,0
30-08-06,02-09-06,1186,4902,-57,-3000,0
30-08-06,02-09-06,1254,3991,-82,-2737,0
01-09-14,24-08-14,2378,3872,303,-2391,0
12-06-05,04-06-05,3283,4232,670,-1945,0
15-07-14,07-07-14,2408,4313,354,-2534,0
30-08-06,03-09-06,2512,5177,529,-2603,0
30-08-06,02-09-06,1232,4509,-34,-2887,0
12-06-06,16-06-06,1753,4046,141,-2345,0
30-08-06,02-09-06,1187,4796,16,-2922,0
12-06-06,16-06-06,1172,2252,-174,-1956,0
12-06-05,04-06-05,5083,3627,1173,-1485,0
12-06-06,16-06-06,1939,4142,143,-2580,0
12-06-05,04-06-05,4572,3888,1033,-1802,0
01-09-14,02-09-14,2138,1709,133,-788,0
12-06-06,07-06-06,2292,4229,292,-2605,0
30-08-06,03-09-06,1172,4719,-123,-2723,0
01-09-14,24-08-14,2002,3579,110,-2390,0
12-06-06,07-06-06,1285,4997,33,-2878,0
12-06-05,04-06-05,4627,1990,563,-513,0
