obs_date,sat_date,NDVI,TCB,TCG,TCW,status
03-09-16,30-08-16,2612,3746,251,-2741,0
03-09-16,30-08-16,3047,3108,578,-1479,0
07-09-14,09-09-14,2228,3666,290,-2119,0
18-05-01,24-05-01,4019,3196,617,-1812,0
18-05-01,24-05-01,3505,3539,568,-1941,0
18-05-01,24-05-01,4927,3155,971,-1416,0
06-09-15,27-08-15,1931,5254,413,-2516,0
12-06-06,16-06-06,1753,4238,110,-2536,0
12-06-06,07-06-06,1870,4019,131,-2647,0
12-06-06,07-06-06,2048,4228,194,-2833,0
05-09-14,02-09-14,1905,2986,50,-2123,0
18-05-01,24-05-01,4039,3218,677,-1717,0
18-05-01,24-05-01,3211,3706,522,-2098,0
18-05-01,24-05-01,2307,3334,129,-2369,0
07-09-14,09-09-14,2047,3861,205,-2363,0
07-09-14,09-09-14,2227,4148,302,-2420,0
12-06-06,07-06-06,1900,3468,114,-2199,0
12-06-06,07-06-06,2563,3535,330,-2000,0
12-06-06,07-06-06,1593,3882,29,-2539,0
06-09-15,04-09-15,2029,3632,244,-1564,0
12-06-06,16-06-06,1410,4279,88,-2341,0
12-06-06,07-06-06,1301,3990,-67,-2705,0
12-06-06,16-06-06,1273,4194,-39,-2658,0
18-05-01,24-05-01,2567,4131,364,-2193,0
12-06-06,07-06-06,1346,4057,61,-2345,0
05-09-14,01-09-14,1333,5166,181,-2474,0
05-09-14,02-09-14,1670,3034,42,-1978,0
18-05-01,24-05-01,3627,3447,541,-2215,0
12-06-06,16-06-06,1513,4972,-10,-2578,0
12-06-06,07-06-06,1782,4029,88,-2678,0
06-09-15,04-09-15,2982,4158,703,-1813,0
18-05-01,24-05-01,4582,3138,781,-1673,0
12-06-06,16-06-06,1651,4597,93,-2816,0
18-05-01,24-05-01,3100,3295,492,-1669,0
18-05-01,24-05-01,3884,3615,748,-1794,0
18-09-16,20-09-16,1309,3072,-12,-1671,0
18-09-16,19-09-16,-7068,870,-517,372,0
18-09-16,18-09-16,1842,4037,145,-2622,0
18-09-16,19-09-16,3325,3203,573,-1741,0
18-09-16,04-09-16,2097,4114,318,-2299,0
18-09-16,19-09-16,2188,3835,255,-2394,0
18-09-16,19-09-16,1962,3509,210,-2000,0
18-09-16,19-09-16,1276,6379,1,-2970,0
18-09-16,19-09-16,1309,6973,10,-3152,0
07-09-06,13-09-06,1345,3182,-94,-2503,0
15-09-06,14-09-06,2116,3756,145,-2586,0
15-09-06,14-09-06,2375,3930,341,-1985,0
15-09-06,14-09-06,3305,4295,640,-2289,0
15-09-06,14-09-06,1766,4588,87,-3129,0
21-09-16,16-09-16,1948,3773,164,-2338,0
15-09-06,14-09-06,2015,4014,130,-2684,0
15-09-06,14-09-06,2475,3222,183,-2183,0
15-09-06,14-09-06,2067,3648,204,-2153,0
15-09-06,14-09-06,1403,3478,-106,-2616,0
13-10-02,06-10-02,2085,3107,345,-1042,0
14-10-02,06-10-02,1636,4544,327,-1666,0
14-10-02,06-10-02,1193,4669,28,-2214,0
14-10-02,22-10-02,1975,4425,406,-1737,0
14-10-02,06-10-02,-8083,219,-148,13,0
14-10-02,06-10-02,1258,5517,86,-2718,0
30-09-15,24-09-15,1491,4604,230,-1901,0
14-10-02,06-10-02,2704,3206,411,-1413,0
13-10-02,22-10-02,2262,4480,435,-2026,0
14-10-02,06-10-02,1443,2828,40,-1434,0
13-10-02,06-10-02,928,3294,46,-925,0
14-10-02,06-10-02,5870,2796,1249,-737,0
14-10-02,06-10-02,1385,4485,292,-1284,0
14-10-02,06-10-02,1130,2741,-13,-1374,0
14-10-02,20-10-02,1233,6167,61,-2616,0
14-10-02,06-10-02,1113,1857,43,-370,0
09-10-16,11-10-16,3558,2472,570,-951,0
30-09-14,27-09-14,3671,4353,864,-2226,0
09-10-16,11-10-16,3796,4491,1039,-2041,0
27-08-04,22-08-04,1768,3568,133,-2204,0
29-05-04,27-05-04,2696,3972,431,-2135,0
08-08-04,22-08-04,1664,3985,132,-2106,0
27-08-04,22-08-04,1980,5007,338,-2419,0
27-08-04,22-08-04,3442,3320,453,-2272,0
27-08-04,22-08-04,2489,2728,73,-2204,0
27-08-04,22-08-04,2657,3122,171,-2494,0
27-08-04,22-08-04,2647,3224,307,-1897,0
16-09-15,18-09-15,8689,2126,1727,-399,0
16-09-15,18-09-15,4640,3087,820,-1574,0
16-09-15,18-09-15,7606,3184,1815,-1302,0
16-09-15,19-09-15,2783,3994,347,-2662,0
16-09-15,18-09-15,1447,2252,38,-1061,0
16-09-15,18-09-15,4053,2370,410,-1553,0
16-09-15,18-09-15,2160,3850,194,-2386,0
21-09-15,19-09-15,751,7961,-212,-2819,0
19-09-15,19-09-15,5682,3897,1505,-1816,0
23-09-15,26-09-15,7609,2992,2015,-761,0
23-09-15,18-09-15,2032,2751,250,-678,0
06-04-06,12-04-06,3903,4126,969,-1470,0
23-09-15,11-09-15,7350,4156,2611,-1030,0
21-09-15,19-09-15,4088,2939,614,-1506,0
19-09-15,11-09-15,4012,2406,739,-205,0
23-09-15,26-09-15,1546,3834,118,-1330,0
19-09-15,19-09-15,2215,3400,300,-1117,0
21-09-15,11-09-15,2224,4410,395,-2385,0
23-09-15,19-09-15,6327,3679,1726,-1428,0
21-09-15,19-09-15,1661,2418,3,-1714,0
23-09-15,26-09-15,5461,2438,1051,-325,0
19-09-15,19-09-15,2952,4856,771,-1618,0
21-09-15,19-09-15,1513,4955,212,-2408,0
21-09-15,19-09-15,1328,3575,58,-1763,0
21-09-15,19-09-15,4114,2657,684,-1173,0
19-09-15,19-09-15,3358,3425,576,-1718,0
23-09-15,26-09-15,3284,4532,728,-2346,0
21-09-15,19-09-15,942,3764,-6,-1967,0
23-09-15,26-09-15,5961,2940,1277,-971,0
19-09-15,19-09-15,5196,3739,1196,-1831,0
23-09-15,19-09-15,1469,5175,184,-2539,0
23-09-15,26-09-15,5885,2880,1176,-1162,0
23-09-15,26-09-15,6512,3852,1837,-1588,0
19-09-15,19-09-15,1399,3218,-53,-2181,0
21-09-15,27-09-15,1344,5614,211,-2329,0
19-09-15,19-09-15,4025,3579,870,-1533,0
23-09-15,19-09-15,1068,6035,100,-2442,0
21-09-15,19-09-15,910,4884,35,-2144,0
23-09-15,26-09-15,1265,5797,215,-2349,0
21-09-15,27-09-15,2011,4167,335,-2024,0
19-09-15,19-09-15,4846,3408,1184,-1028,0
19-09-15,19-09-15,3048,3535,599,-1429,0
30-09-15,03-10-15,497,6532,-285,-2697,0
30-09-15,04-10-15,764,6947,-112,-2718,0
30-09-15,26-09-15,580,6963,-150,-2863,0
30-09-15,25-09-15,3878,4544,1317,-1030,0
30-09-15,26-09-15,1011,6407,40,-2983,0
30-09-15,03-10-15,546,6588,-197,-2348,0
30-09-15,26-09-15,3348,2927,576,-1143,0
30-09-15,03-10-15,614,6099,-209,-2185,0
30-09-15,25-09-15,1221,6264,212,-2488,0
02-11-04,29-10-04,391,6772,-339,-2641,0
30-09-15,25-09-15,923,7132,-7,-2956,0
30-09-15,25-09-15,1591,6489,429,-2522,0
30-09-15,04-10-15,710,7088,-115,-2604,0
30-09-15,25-09-15,1251,6687,244,-2660,0
30-09-15,03-10-15,603,7604,-275,-2847,0
30-09-15,26-09-15,1005,6483,145,-2618,0
30-09-15,26-09-15,651,7485,-155,-3194,0
30-09-15,26-09-15,522,6994,-232,-2868,0
30-09-15,26-09-15,746,7465,-63,-3153,0
30-09-15,25-09-15,2201,4324,396,-1952,0
30-09-15,25-09-15,1171,6804,80,-3205,0
30-09-15,03-10-15,864,5680,-23,-1877,0
02-11-04,28-10-04,1503,4573,156,-1550,0
02-11-04,29-10-04,421,6309,-317,-2653,0
30-09-15,03-10-15,625,6154,-174,-2254,0
30-09-15,26-09-15,1039,7464,143,-3095,0
30-09-15,26-09-15,780,6198,-2,-2733,0
30-09-15,26-09-15,1152,5874,174,-2410,0
30-09-15,26-09-15,1448,6054,209,-2776,0
30-09-15,25-09-15,3190,5662,1122,-2144,0
02-11-04,29-10-04,1469,5375,133,-1983,0
30-09-15,26-09-15,688,5970,-50,-2503,0
02-10-15,25-09-15,1106,8166,169,-2970,0
02-10-15,25-09-15,1005,6119,-2,-2678,0
02-11-04,28-10-04,636,7274,-241,-3375,0
30-09-15,25-09-15,2521,6019,1011,-1735,0
30-09-15,25-09-15,1932,5346,435,-2212,0
30-09-15,25-09-15,1302,7002,160,-3096,0
30-09-15,04-10-15,788,6123,-68,-2119,0
30-09-15,25-09-15,2562,5380,735,-1949,0
30-09-15,26-09-15,1080,5415,103,-2619,0
02-11-04,28-10-04,433,6064,-344,-2587,0
30-09-15,26-09-15,928,5524,92,-2174,0
02-11-04,28-10-04,436,8069,-377,-3154,0
30-09-15,25-09-15,1994,5991,543,-2508,0
02-11-04,28-10-04,537,7838,-299,-3323,0
02-11-04,29-10-04,460,7151,-284,-2913,0
30-09-15,25-09-15,878,8795,-48,-3717,0
02-11-04,28-10-04,667,6011,-235,-2710,0
30-09-15,26-09-15,1359,6535,217,-3068,0
11-10-15,09-10-15,971,6951,-90,-4014,0
11-10-15,09-10-15,924,10131,160,-4877,0
11-10-15,16-10-15,497,2883,-89,-1208,0
11-10-15,09-10-15,903,8534,-47,-4994,0
11-10-15,08-10-15,611,6706,-257,-4369,0
11-10-15,09-10-15,790,7485,-129,-4129,0
11-10-15,09-10-15,801,10717,-22,-4771,0
11-10-15,08-10-15,562,7231,-190,-3609,0
11-10-15,08-10-15,617,9744,-101,-4646,0
11-10-15,08-10-15,733,6674,-173,-3818,0
11-10-15,09-10-15,853,9757,123,-4213,0
11-10-15,08-10-15,625,6890,-214,-3773,0
11-10-15,09-10-15,817,9744,-110,-4717,0
11-10-15,09-10-15,502,9464,-144,-3923,0
11-10-15,09-10-15,950,9008,74,-5092,0
11-10-15,09-10-15,644,8230,-164,-4294,0
11-10-15,09-10-15,539,7619,-293,-4039,0
11-10-15,09-10-15,902,6457,-127,-3837,0
11-10-15,09-10-15,896,13340,105,-6082,0
11-10-15,09-10-15,909,8253,-76,-4382,0
11-10-15,09-10-15,753,9125,-45,-4767,0
11-10-15,09-10-15,802,9722,-129,-4954,0
16-10-15,16-10-15,877,5977,-43,-3297,0
11-10-15,09-10-15,839,11532,21,-4642,0
11-10-15,08-10-15,640,7344,-185,-4570,0
11-10-15,16-10-15,910,7840,-3,-4567,0
16-10-15,16-10-15,638,8921,-167,-3415,0
11-10-15,09-10-15,783,6657,-174,-3775,0
11-10-15,09-10-15,880,7483,-138,-4608,0
11-10-15,09-10-15,805,8143,-181,-4877,0
11-10-15,09-10-15,776,10555,-143,-4414,0
11-10-15,09-10-15,813,8997,-31,-4465,0
16-10-15,16-10-15,437,2093,-116,-862,0
11-10-15,09-10-15,851,9388,-25,-5002,0
11-10-15,08-10-15,1003,4846,-68,-3158,0
11-10-15,08-10-15,676,6823,-196,-3806,0
11-10-15,09-10-15,803,12241,-122,-4765,0
11-10-15,16-10-15,1067,8163,-40,-4733,0
16-10-15,16-10-15,960,2872,-3,-1170,0
11-10-15,09-10-15,1059,8365,164,-4496,0
11-10-15,09-10-15,735,7576,-151,-3717,0
11-10-15,09-10-15,773,9462,-177,-4801,0
11-10-15,09-10-15,721,7472,-188,-4018,0
18-10-15,17-10-15,781,8860,-72,-4910,0
11-10-15,09-10-15,836,8701,-27,-4204,0
18-10-15,17-10-15,675,8530,-221,-4710,0
16-10-15,16-10-15,942,10545,43,-4775,0
16-10-15,16-10-15,591,2968,-92,-1072,0
11-10-15,09-10-15,717,7706,-182,-4604,0
16-10-15,17-10-15,646,10663,-201,-5058,0
11-10-15,09-10-15,803,8141,-83,-4358,0
11-10-15,09-10-15,904,10003,77,-4895,0
16-10-15,16-10-15,958,4310,-257,-3471,0
11-10-15,09-10-15,732,6782,-159,-3626,0
11-10-15,09-10-15,828,8038,-94,-4303,0
11-10-15,09-10-15,808,8972,-41,-4953,0
16-10-15,16-10-15,704,4468,-138,-2363,0
11-10-15,08-10-15,741,10992,96,-5574,0
11-10-15,09-10-15,867,5965,-150,-3657,0
16-10-15,16-10-15,780,5141,-134,-2626,0
11-10-15,08-10-15,786,4914,-140,-3057,0
20-10-15,16-10-15,1062,5682,30,-3345,0
11-10-15,09-10-15,1040,6218,-66,-3860,0
11-10-15,08-10-15,664,6432,-181,-3619,0
11-10-15,09-10-15,799,9607,-147,-4664,0
16-10-15,16-10-15,596,3130,-113,-1338,0
11-10-15,08-10-15,681,4456,-269,-3275,0
16-10-15,16-10-15,1283,5407,-9,-3499,0
11-10-15,08-10-15,735,7321,-156,-4653,0
16-10-15,16-10-15,831,4029,-174,-2706,0
11-06-06,19-06-06,1596,4983,117,-2596,0
12-06-06,19-06-06,2280,3795,241,-2111,0
11-06-06,11-06-06,1872,5577,234,-2987,0
12-06-06,19-06-06,3408,3552,560,-2033,0
13-06-05,01-06-05,3208,3977,513,-2312,0
12-06-06,11-06-06,2415,4104,296,-2432,0
11-06-06,19-06-06,1369,6424,69,-3273,0
11-06-06,19-06-06,1767,5162,151,-2931,0
11-06-06,19-06-06,2236,4483,313,-2509,0
11-06-06,11-06-06,932,8310,-187,-4098,0
12-06-06,11-06-06,2028,5122,242,-2987,0
13-06-05,01-06-05,3026,3026,380,-1326,0
12-06-06,11-06-06,3332,3827,560,-2263,0
11-06-06,11-06-06,1602,4790,114,-2645,0
12-06-06,19-06-06,2178,4402,250,-2504,0
12-06-06,19-06-06,2468,4147,345,-2447,0
05-09-15,06-09-15,995,4692,-77,-2571,0
05-09-15,29-08-15,1226,4989,14,-2740,0
05-09-15,05-09-15,1356,4438,39,-2260,0
05-09-15,06-09-15,822,5107,-147,-2729,0
05-09-15,07-09-15,1111,6249,-51,-2986,0
05-09-15,06-09-15,791,6289,-155,-2761,0
05-09-15,06-09-15,1052,4962,-62,-2543,0
05-09-15,07-09-15,4713,3250,988,-1343,0
05-09-15,07-09-15,1256,6516,16,-2975,0
05-09-15,06-09-15,1006,4804,-117,-2579,0
05-09-15,06-09-15,826,3968,-165,-2195,0
05-09-15,06-09-15,1058,6296,-102,-3406,0
05-09-15,06-09-15,1104,3161,-32,-1764,0
05-09-15,07-09-15,4035,3515,880,-1513,0
05-09-15,06-09-15,1066,4577,-54,-2472,0
05-09-15,06-09-15,857,6978,-168,-3277,0
05-09-15,07-09-15,1038,4483,-136,-2468,0
05-09-15,06-09-15,5013,3893,1413,-955,0
05-09-15,07-09-15,3009,5101,878,-1822,0
05-09-15,07-09-15,1870,4942,300,-2664,0
05-09-15,06-09-15,1018,4792,-74,-2496,0
05-09-15,06-09-15,920,4739,-105,-2780,0
05-09-15,06-09-15,970,5501,-88,-2685,0
05-09-15,29-08-15,836,7081,-177,-3168,0
05-09-15,06-09-15,1061,5107,-14,-2548,0
05-09-15,06-09-15,3813,3419,720,-1439,0
05-09-15,06-09-15,975,5099,-112,-2580,0
05-09-15,06-09-15,852,6189,-167,-3117,0
05-09-15,06-09-15,768,5621,-164,-2845,0
05-09-15,06-09-15,2320,5276,564,-2113,0
05-09-15,06-09-15,1103,4288,-87,-2484,0
05-09-15,07-09-15,1403,6546,123,-3165,0
05-09-15,06-09-15,442,6230,-276,-2287,0
05-09-15,06-09-15,1145,4553,-52,-2485,0
05-09-15,07-09-15,1055,6577,-37,-2826,0
05-09-15,06-09-15,977,5119,-109,-2562,0
05-09-15,06-09-15,747,7085,-266,-3460,0
05-09-15,06-09-15,1200,4317,-43,-2476,0
05-09-15,07-09-15,1015,6242,-93,-2941,0
05-09-15,06-09-15,1473,4604,50,-2550,0
05-09-15,06-09-15,856,5673,-152,-2743,0
05-09-15,06-09-15,1203,4845,40,-2202,0
05-09-15,06-09-15,1043,4514,-94,-2502,0
05-09-15,06-09-15,1322,3817,27,-2081,0
05-09-15,07-09-15,902,6769,-154,-3123,0
05-09-15,07-09-15,894,5418,-116,-2362,0
05-09-15,06-09-15,1521,5366,48,-2539,0
05-09-15,06-09-15,2088,4454,269,-2094,0
05-09-15,06-09-15,888,5904,-97,-2926,0
05-09-15,06-09-15,965,6609,-70,-2638,0
05-09-15,06-09-15,919,4677,-92,-2556,0
05-09-15,06-09-15,933,4751,-84,-2470,0
05-09-15,06-09-15,877,6167,-111,-2821,0
05-09-15,06-09-15,846,7256,-174,-3223,0
05-09-15,06-09-15,977,5425,-71,-2550,0
05-09-15,29-08-15,1188,4809,-24,-2517,0
05-09-15,06-09-15,1196,6205,56,-2484,0
05-09-15,06-09-15,1013,4725,-33,-2251,0
05-09-15,05-09-15,3326,4402,846,-1564,0
05-09-15,06-09-15,2613,4151,456,-1898,0
05-09-15,05-09-15,1664,4058,119,-1959,0
05-09-15,06-09-15,933,4848,-116,-2630,0
05-09-15,05-09-15,1215,4660,-4,-2513,0
05-09-15,06-09-15,1163,4626,-25,-2418,0
05-09-15,06-09-15,957,4873,-83,-2449,0
05-09-15,06-09-15,6136,3363,1708,-705,0
05-09-15,29-08-15,1959,4318,191,-2353,0
05-09-15,06-09-15,1222,4598,-78,-2627,0
05-09-15,06-09-15,906,4620,-101,-2389,0
05-09-15,29-08-15,3572,3447,608,-1743,0
19-09-15,28-09-15,3571,4115,1043,-1332,0
19-09-15,21-09-15,5084,3685,1421,-955,0
19-09-15,21-09-15,909,7223,-100,-2967,0
19-09-15,21-09-15,4404,4190,1357,-1128,0
19-09-15,21-09-15,1302,5153,-28,-2713,0
19-09-15,21-09-15,1178,6829,134,-2551,0
19-09-15,28-09-15,1769,5028,195,-2233,0
19-09-15,21-09-15,783,8949,-231,-3419,0
19-09-15,28-09-15,1259,4819,-39,-2481,0
19-09-15,21-09-15,302,7826,-288,-1684,0
19-09-15,21-09-15,646,9929,-295,-3495,0
19-09-15,28-09-15,840,7690,-164,-3139,0
19-09-15,28-09-15,956,7622,-85,-3046,0
19-09-15,28-09-15,1095,5923,-37,-2794,0
19-09-15,28-09-15,4445,5198,1703,-1660,0
19-09-15,21-09-15,3323,3936,703,-1603,0
19-09-15,21-09-15,5029,3641,1308,-1284,0
19-09-15,21-09-15,2750,4942,770,-1660,0
19-09-15,21-09-15,1053,5725,-53,-2569,0
19-09-15,21-09-15,1130,6756,70,-3216,0
19-09-15,28-09-15,2949,4250,788,-1334,0
21-09-15,21-09-15,1251,5855,49,-2747,0
21-09-15,19-09-15,1124,6047,-64,-2740,0
19-09-15,21-09-15,1132,6598,-24,-2949,0
19-09-15,21-09-15,1175,6011,9,-2872,0
19-09-15,21-09-15,715,9616,-277,-3650,0
21-09-15,27-09-15,709,7349,-179,-2880,0
19-09-15,21-09-15,1272,5605,102,-2311,0
19-09-15,21-09-15,1600,5471,143,-2810,0
19-09-15,21-09-15,1208,6422,67,-2423,0
19-09-15,21-09-15,1196,6200,17,-2764,0
19-09-15,21-09-15,1182,6214,1,-2608,0
19-09-15,21-09-15,4684,3636,1282,-918,0
19-09-15,21-09-15,3894,3452,877,-1060,0
19-09-15,21-09-15,975,7513,-90,-3143,0
19-09-15,21-09-15,1026,6251,-77,-2808,0
19-09-15,21-09-15,2835,5720,934,-2191,0
19-09-15,21-09-15,4418,4134,1315,-1176,0
21-09-15,27-09-15,740,5084,-123,-2026,0
19-09-15,21-09-15,716,7145,-283,-2926,0
19-09-15,21-09-15,628,8972,-325,-3398,0
23-09-15,21-09-15,1074,7154,-20,-3172,0
19-09-15,21-09-15,1269,5756,65,-2487,0
19-09-15,13-09-15,2047,4786,336,-1810,0
19-09-15,19-09-15,1368,5385,16,-2847,0
19-09-15,11-09-15,895,7169,-111,-2720,0
21-09-15,28-09-15,927,7823,-125,-3190,0
19-09-15,21-09-15,4600,4277,1513,-1083,0
19-09-15,21-09-15,1081,6750,19,-2892,0
19-09-15,21-09-15,1212,6856,-10,-2564,0
19-09-15,21-09-15,531,9830,-379,-3355,0
19-09-15,28-09-15,839,7876,-171,-3195,0
19-09-15,21-09-15,1020,6402,-55,-2866,0
19-09-15,21-09-15,916,7526,-108,-3060,0
19-09-15,28-09-15,3338,4260,834,-1440,0
19-09-15,28-09-15,978,5952,-67,-2679,0
19-09-15,28-09-15,3476,4771,1006,-1392,0
19-09-15,28-09-15,1769,5251,175,-2650,0
19-09-15,28-09-15,3276,3924,665,-1524,0
23-09-15,26-09-15,4858,4173,1455,-1508,0
06-04-06,12-04-06,1768,6069,203,-2857,0
02-10-15,27-09-15,7030,1403,829,-381,0
02-10-15,27-09-15,1619,4505,129,-2110,0
02-10-15,19-09-15,1197,5921,242,-2028,0
19-09-15,19-09-15,4001,3705,823,-1685,0
19-09-15,19-09-15,5742,3559,1429,-1472,0
02-10-15,27-09-15,3669,4639,804,-2807,0
19-09-15,19-09-15,2405,3812,487,-1546,0
23-09-15,26-09-15,2554,4498,570,-2021,0
02-10-15,27-09-15,1856,5415,307,-2132,0
02-10-15,19-09-15,2388,5169,695,-2132,0
02-10-15,27-09-15,8042,3728,2616,-1161,0
23-09-15,26-09-15,3132,3523,532,-1734,0
02-10-15,27-09-15,4208,3370,709,-2017,0
02-10-15,27-09-15,3341,4257,635,-2294,0
07-10-15,11-10-15,2127,3492,258,-1777,0
07-10-15,04-10-15,-1760,9080,-2014,3212,0
07-10-15,04-10-15,765,5881,-150,-2677,0
07-10-15,04-10-15,2068,4885,369,-2448,0
07-10-15,04-10-15,537,4316,-121,-595,0
07-10-15,04-10-15,1311,5726,194,-1929,0
07-10-15,04-10-15,1926,4739,252,-1622,0
07-10-15,04-10-15,1295,6129,78,-2525,0
07-10-15,04-10-15,1428,4956,188,-2098,0
07-10-15,04-10-15,1061,5957,-20,-3081,0
07-10-15,04-10-15,469,3556,-144,-1113,0
07-10-15,04-10-15,1016,6488,-125,-3218,0
07-10-15,04-10-15,1791,3345,224,-1425,0
07-10-15,04-10-15,1978,5038,372,-2015,0
07-10-15,04-10-15,1264,5284,156,-1779,0
07-10-15,04-10-15,575,5281,-238,-2045,0
07-10-15,04-10-15,1795,5114,221,-2630,0
07-10-15,04-10-15,1187,5336,94,-1907,0
07-10-15,11-10-15,-9332,1854,-1388,854,0
07-10-15,04-10-15,749,6219,-104,-1959,0
09-10-15,11-10-15,3113,1726,253,-871,0
09-10-15,11-10-15,3769,3683,831,-1700,0
07-10-15,11-10-15,-4005,5330,-2141,2318,0
07-10-15,04-10-15,483,4822,-285,-1391,0
07-10-15,11-10-15,7723,3328,2395,-508,0
07-10-15,04-10-15,454,4782,-193,-1137,0
09-10-15,11-10-15,2040,2034,186,-802,0
07-10-15,04-10-15,550,4211,-182,-1341,0
09-10-15,11-10-15,2173,843,104,-240,0
07-10-15,04-10-15,4459,4392,1301,-1296,0
09-10-15,11-10-15,1262,4808,173,-1876,0
07-10-15,04-10-15,-1616,8129,-1617,3140,0
09-10-15,11-10-15,1205,3827,24,-1788,0
09-10-15,11-10-15,1719,5341,361,-2368,0
09-10-15,11-10-15,2062,3936,426,-1465,0
09-10-15,11-10-15,2007,3568,330,-1609,0
09-10-15,11-10-15,2239,3069,342,-1374,0
09-10-15,11-10-15,2027,3418,318,-1459,0
09-10-15,11-10-15,3640,804,170,-355,0
07-10-15,11-10-15,1644,4455,87,-2578,0
07-10-15,11-10-15,2358,3518,327,-1354,0
07-10-15,04-10-15,1101,5573,133,-1713,0
14-10-15,12-10-15,2866,4364,664,-1307,0
09-10-15,11-10-15,2099,5201,509,-2491,0
09-10-15,11-10-15,4772,3903,1338,-1444,0
07-10-15,04-10-15,-66,7970,-439,2225,0
09-10-15,11-10-15,1964,2495,210,-1088,0
07-10-15,11-10-15,-9526,1650,-1249,751,0
07-10-15,04-10-15,694,4458,-129,-1796,0
07-10-15,04-10-15,-16,8401,-406,2481,0
07-10-15,04-10-15,606,5252,-156,-1837,0
09-10-15,25-09-15,2476,2668,373,-1052,0
07-10-15,04-10-15,-166,8699,-541,2783,0
07-10-15,04-10-15,3579,4145,928,-1172,0
09-10-15,11-10-15,2191,3994,345,-2041,0
09-10-15,11-10-15,2462,3033,434,-1212,0
14-10-15,11-10-15,1668,1628,83,-697,0
07-10-15,04-10-15,4493,3954,1210,-1110,0
07-10-15,11-10-15,1577,4282,179,-1967,0
09-10-15,11-10-15,2079,3616,373,-1620,0
21-02-04,28-02-04,3129,3504,559,-1212,0
21-02-04,07-03-04,6338,2902,1472,-719,0
20-10-02,20-10-02,699,4428,-122,-1568,0
21-02-04,28-02-04,2670,3554,471,-1276,0
21-02-04,28-02-04,2042,3897,322,-1394,0
18-10-15,17-10-15,1391,4839,85,-2978,0
20-10-02,20-10-02,814,5083,-91,-2247,0
18-10-15,16-10-15,3564,3044,632,-1581,0
21-02-04,07-03-04,4212,3118,816,-1113,0
20-10-02,20-10-02,1092,5765,150,-1914,0
21-02-04,28-02-04,1986,5416,382,-2036,0
21-02-04,28-02-04,2070,4358,329,-1705,0
21-02-04,28-02-04,3516,3676,797,-902,0
21-02-04,07-03-04,5678,2989,1329,-775,0
20-10-02,20-10-02,448,4325,-199,-1368,0
20-10-02,20-10-02,399,6445,-275,-2383,0
20-10-02,20-10-02,817,6706,-103,-3016,0
20-10-02,20-10-02,496,7906,-245,-3123,0
20-10-02,20-10-02,413,6794,-267,-2421,0
20-10-02,20-10-02,698,5714,-69,-2140,0
20-10-02,20-10-02,777,5641,-37,-1839,0
11-10-15,16-10-15,766,8247,-59,-3061,0
20-10-02,20-10-02,1543,5700,316,-1822,0
20-10-02,20-10-02,782,6150,-86,-2458,0
17-10-07,18-10-07,568,6921,-203,-2731,0
20-10-02,20-10-02,1035,5799,6,-2377,0
21-02-04,28-02-04,4089,3084,817,-752,0
20-10-02,20-10-02,551,7554,-260,-3313,0
20-10-02,20-10-02,592,4859,-154,-1588,0
21-10-07,18-10-07,457,7715,-218,-2860,0
20-10-02,20-10-02,919,7589,18,-2630,0
20-10-02,20-10-02,847,7097,45,-2591,0
08-10-07,09-10-07,4948,3468,1302,-941,0
20-10-02,20-10-02,584,7173,-197,-2914,0
20-10-02,20-10-02,819,6427,-15,-2560,0
20-10-02,20-10-02,2441,4328,558,-1216,0
08-10-07,09-10-07,815,5143,-13,-2021,0
08-10-07,09-10-07,641,5784,-87,-2378,0
20-10-02,20-10-02,341,6532,-304,-2515,0
21-02-04,07-03-04,2178,5042,416,-2302,0
08-10-07,09-10-07,829,5160,6,-1942,0
11-10-15,16-10-15,939,7014,67,-2626,0
20-10-02,20-10-02,764,6693,-134,-2892,0
20-10-02,20-10-02,767,6182,-82,-2565,0
20-10-02,20-10-02,568,5751,-128,-2289,0
20-10-02,20-10-02,625,6713,-155,-2822,0
20-10-02,20-10-02,695,5524,-108,-2264,0
25-10-13,02-11-13,765,7152,-157,-4146,0
25-10-13,26-10-13,811,7483,-84,-3887,0
25-10-13,26-10-13,853,6139,-131,-3423,0
25-10-13,26-10-13,982,4418,-11,-2320,0
29-10-15,31-10-15,452,2084,-87,-893,0
11-10-15,08-10-15,581,6273,-193,-3317,0
29-10-15,31-10-15,438,3566,-156,-1440,0
25-10-13,02-11-13,1102,7306,127,-3076,0
25-10-13,26-10-13,834,6669,-83,-4255,0
25-10-13,02-11-13,1168,8167,247,-4431,0
04-09-15,05-09-15,1748,5282,292,-2873,0
04-09-15,04-09-15,2194,3588,259,-2183,0
04-09-15,05-09-15,1871,4015,288,-1934,0
04-09-15,29-08-15,2040,5665,435,-2955,0
04-09-15,05-09-15,2564,4127,479,-2231,0
04-09-15,05-09-15,1940,4952,289,-2915,0
04-09-15,04-09-15,1735,3722,221,-1966,0
04-09-15,05-09-15,1527,2967,80,-1372,0
04-09-15,06-09-15,1767,3980,181,-2282,0
04-09-15,05-09-15,3044,2803,561,-939,0
04-09-15,05-09-15,2448,4275,512,-2171,0
04-09-15,04-09-15,1825,4359,230,-2413,0
04-09-15,29-08-15,1764,4457,288,-2158,0
04-09-15,05-09-15,5808,3504,1549,-1184,0
